Output file for program Grate_NESI
there are twenty-four columns in the output.  they are:
column no. 1:  X coordinates in meters
column no. 2:  Bed elevation in meters
column no. 3:  Flow depth in meters
column no. 4:  Channel width (m)
column no. 5:  Channel theta (deg)
column no. 6:  Number of channels
column no. 7:  Geometric mean grain size (mm) below the surface layer
column no. 8:  Geometric mean grain size (mm) of the surface layer
column no. 9:  Standard deviation at the same position.
column no. 10:  Sediment transport rate (m2/s)
column no. 11:  Sand percentage (Fs)
column no. 12-24: Surface grain size matrix (12 classes)
qwTweak = 1
qsTweak = 1
substrDial = 0
feedQw = 1
feedQs = 1
HmaxTweak = 1
randAbr = 1e-05


Count:  0
5000	229.59	1.5	20.22	40	1	0	4.48042	2.262	0	0.185676	0.0674252	0.0261121	0.0413131	0.0508253	0.0508253	0.0459759	0.0514781	0.0826261	0.141099	0.200783	0.193976	0.0475613	0
5100	227.23	1.5	20.53	40	1	0	4.48042	2.262	0	0.185676	0.0674252	0.0261121	0.0413131	0.0508253	0.0508253	0.0459759	0.0514781	0.0826261	0.141099	0.200783	0.193976	0.0475613	0
5200	225.04	1.5	20.84	40	1	0	4.48042	2.262	0	0.185676	0.0674252	0.0261121	0.0413131	0.0508253	0.0508253	0.0459759	0.0514781	0.0826261	0.141099	0.200783	0.193976	0.0475613	0
5300	222.98	1.5	21.16	40	1	0	4.48042	2.262	0	0.185676	0.0674252	0.0261121	0.0413131	0.0508253	0.0508253	0.0459759	0.0514781	0.0826261	0.141099	0.200783	0.193976	0.0475613	0
5400	220.91	1.5	21.49	40	1	0	4.48042	2.262	0	0.185676	0.0674252	0.0261121	0.0413131	0.0508253	0.0508253	0.0459759	0.0514781	0.0826261	0.141099	0.200783	0.193976	0.0475613	0
5500	218.73	1.5	21.82	40	1	0	4.48042	2.262	0	0.185676	0.0674252	0.0261121	0.0413131	0.0508253	0.0508253	0.0459759	0.0514781	0.0826261	0.141099	0.200783	0.193976	0.0475613	0
5600	216.92	1.5	22.15	40	1	0	4.48042	2.262	0	0.185676	0.0674252	0.0261121	0.0413131	0.0508253	0.0508253	0.0459759	0.0514781	0.0826261	0.141099	0.200783	0.193976	0.0475613	0
5700	215.06	1.5	22.49	40	1	0	4.48042	2.262	0	0.185676	0.0674252	0.0261121	0.0413131	0.0508253	0.0508253	0.0459759	0.0514781	0.0826261	0.141099	0.200783	0.193976	0.0475613	0
5800	213.16	1.5	22.83	40	1	0	4.48042	2.262	0	0.185676	0.0674252	0.0261121	0.0413131	0.0508253	0.0508253	0.0459759	0.0514781	0.0826261	0.141099	0.200783	0.193976	0.0475613	0
5900	211.33	1.5	23.17	40	1	0	4.48042	2.262	0	0.185676	0.0674252	0.0261121	0.0413131	0.0508253	0.0508253	0.0459759	0.0514781	0.0826261	0.141099	0.200783	0.193976	0.0475613	0
6000	209.49	1.5	23.53	40	1	0	4.48042	2.262	0	0.185676	0.0674252	0.0261121	0.0413131	0.0508253	0.0508253	0.0459759	0.0514781	0.0826261	0.141099	0.200783	0.193976	0.0475613	0
6100	208.04	1.5	23.88	40	1	0	4.48042	2.262	0	0.185676	0.0674252	0.0261121	0.0413131	0.0508253	0.0508253	0.0459759	0.0514781	0.0826261	0.141099	0.200783	0.193976	0.0475613	0
6200	206.19	1.5	24.25	40	1	0	4.48042	2.262	0	0.185676	0.0674252	0.0261121	0.0413131	0.0508253	0.0508253	0.0459759	0.0514781	0.0826261	0.141099	0.200783	0.193976	0.0475613	0
6300	204.8	1.5	24.62	40	1	0	4.48042	2.262	0	0.185676	0.0674252	0.0261121	0.0413131	0.0508253	0.0508253	0.0459759	0.0514781	0.0826261	0.141099	0.200783	0.193976	0.0475613	0
6400	202.92	1.5	24.98	40	1	0	4.48042	2.262	0	0.185676	0.0674252	0.0261121	0.0413131	0.0508253	0.0508253	0.0459759	0.0514781	0.0826261	0.141099	0.200783	0.193976	0.0475613	0
6500	201.06	1.5	25.37	40	1	0	4.48042	2.262	0	0.185676	0.0674252	0.0261121	0.0413131	0.0508253	0.0508253	0.0459759	0.0514781	0.0826261	0.141099	0.200783	0.193976	0.0475613	0
6600	199.7	1.5	25.74	40	1	0	4.48042	2.262	0	0.185676	0.0674252	0.0261121	0.0413131	0.0508253	0.0508253	0.0459759	0.0514781	0.0826261	0.141099	0.200783	0.193976	0.0475613	0
6700	198.02	1.5	26.13	40	1	0	4.48042	2.262	0	0.185676	0.0674252	0.0261121	0.0413131	0.0508253	0.0508253	0.0459759	0.0514781	0.0826261	0.141099	0.200783	0.193976	0.0475613	0
